text,department,intent
@mayor sick of this kachra gaadi hasn't come for a week in kalyan east bmc is totally blind ??,solid_waste,complaint
info needed urgently: property tax penalty due date please. anyone?,revenue,query
i am formally applying for tree pruning and heavy branch cutting at layout gate kindly do it.,parks,service_request
mera grievance ticket 45928 is not resolved yet on portal why delay?,sewerage,status_check
Every single day same painful issue: Sick of this kachra gaadi hasn't come for a week right outside my house door do your goddamn job,solid_waste,complaint
we need malba and construction debris lifting from pavement nagar kripya dhyan de !!!,solid_waste,service_request
hello arrange pest control chemical spraying in my society paying heavy taxes for this,health,service_request
status of complaint id 8902 is stuck in processing department @bmc,roads,status_check
to ward officer: arrange malba and construction debris lifting from pavement ward 10 paying heavy taxes for this,solid_waste,service_request
kya hua complaint id 8902 is nobody from bmc came frustrated citizen,health,status_check
@bmc Horrible infra sadak pe itne gaddhe hai gaadi chalana muskil entire ward 4 shameful reality,roads,complaint
help! huge banyan tree fell on main road immediately do something quick,disaster_management,emergency
I want to know application number 8902 is dikha raha hai open but nobody working why delay?,parks,status_check
plz sir status of grievance ticket BMC-1929 is stuck in processing department frustrated citizen ??,parks,status_check
@pmcpune kaise kare find garbage truck daily timing ? fast reply needed !!!,solid_waste,query
kya hua reference id 45928 is dikha raha hai open but nobody working @bmc !!!,roads,status_check
Hey bmc kaise kare calculate FSI floor space index for plot any direct link? fast reply needed !!!,revenue,query
"dear sir, plz provide mosquito fogging in entire residential society main road kindly do it. ??",health,service_request
@bmc horrible infra gutter floating on streets pure sewage at mg road signal kuch toh sharam karo bmc ??,sewerage,complaint
@pmcpune how to apply for death certificate duplicate urgent question!! anyone? !!!,health,query
plz sir status of application number 45928 is nobody from bmc came why delay? !!!,roads,status_check
Hello I need info on renew my commercial trade license ? fast reply needed,revenue,query
mcd plz severe flooding water entering living room right now!! kuch karo bhagwan ke liye,disaster_management,emergency
update on complaint id 45928 is nobody from bmc came kuch karo iska,revenue,status_check
hello request for mosquito fogging in entire residential society nagar jaldi bhejo team pls,health,service_request
To ward officer: Request for new garbage bins provision for our gully immediately thanks in advance.,solid_waste,service_request
🚨 fatal accident multiple injured in bandra send fire brigade fast ??,roads,emergency
question: how to property tax penalty due date plz tell bro thanks,revenue,query
immediate action needed gas leakage smelling heavily right now!! kuch karo bhagwan ke liye,disaster_management,emergency
application submitted for pest control chemical spraying at layout gate plz.,health,service_request
critical massive fire outbreak near transformer right here jaldi aao pls,disaster_management,emergency
mcd plz building collapsed completely malba everywhere ward 15 kuch karo bhagwan ke liye,disaster_management,emergency
"Dear Sir/Madam, kaha se calculate FSI floor space index for plot plz. !!!",revenue,query
Track complaint no REQ-012 is nobody from bmc came kab hoga finally?,parks,status_check
to ward officer: i am formally applying for daily road sweeping service in sector 5 kindly do it.,solid_waste,service_request
Hello How to property tax penalty due date any direct link? thanks !!!,revenue,query
hey bmc can someone tell me calculate fsi floor space index for plot ? fast reply needed,revenue,query
Every single day same painful issue: Sick of this zero water supply since 4 straight days right outside my house door wtf administration,water_supply,complaint
pls send team fast chhat gir gayi log dab gaye at mg road jaldi aao pls !!!,disaster_management,emergency
update on complaint no 8902 is nobody from bmc came why delay?,water_supply,status_check
Hey bmc I need info on get a birth certificate registration done urgent question!! fast reply needed,health,query
Track complaint no XXXXX is not resolved yet on portal plz help ??,disaster_management,status_check
@bmc kyahai yeh mcd illegal massive encroachment on footpaths all over this garbage city bmc is totally blind !!!,revenue,complaint
"dear sir/madam, i need info on file water tax arrears plz. fast reply needed !!!",water_supply,query
application submitted for daily road sweeping service here jaldi bhejo team pls,solid_waste,service_request
hello application submitted for dead animal carcass pickup immediately kindly do it.,health,service_request
What is happening with application number REQ-012 is nobody from bmc came why delay?,roads,status_check
Check application number 45928 is pending since 3 weeks solve this asapp,sewerage,status_check
to ward officer: please arrange dead animal carcass pickup near public park paying heavy taxes for this,health,service_request
To ward officer: Require mosquito fogging in entire residential society here jaldi bhejo team pls,health,service_request
URGENT: flyover bridge cracking and sinking immediately jaldi aao pls !!!,roads,emergency
hello i am formally applying for new garbage bins provision for our gully main road kripya dhyan de,solid_waste,service_request
"listen here, horrible infra illegal massive encroachment on footpaths right outside my house door solve it officially",revenue,complaint
mera service request sr- 992a is not resolved yet on portal why delay?,sewerage,status_check
update on complaint no 45928 is no reply from officials frustrated citizen,health,status_check
update on application number 8902 is stuck in processing department plz reply @corporator !!!,roads,status_check
"dear sir/madam, kaha se check ward map zoning restrictions plz tell bro ??",revenue,query
pls send team fast massive fire outbreak near transformer right now!! do something quick,disaster_management,emergency
@corporator I am formally applying for tree pruning and heavy branch cutting here very urgent request.,parks,service_request
critical sparking transformer se aag lagri near dadar station ambulance need urjent !!!,electricity,emergency
Arrange malba and construction debris lifting from pavement ward 10 very urgent request.,solid_waste,service_request
@corporator Arrange malba and construction debris lifting from pavement ward 10 plz.,solid_waste,service_request
Worst city management zero water supply since 4 straight days in entire IT sector bmc is totally blind,water_supply,complaint
@pmcpune can someone tell me get a birth certificate registration done any direct link? anyone? ??,health,query
@pmcpune can someone tell me file water tax arrears plz tell bro fast reply needed,water_supply,query
🚨 current lag raha hai nange taar se at our residential society kuch karo bhagwan ke liye !!! ??,electricity,emergency
mera complaint id 8902 is nobody from bmc came plz help ??,sewerage,status_check
@mayor reporting total failure of huge crater potholes cracking my car suspension in entire it sector bmc is totally blind !!!,roads,complaint
please sir status of complaint no 45928 is waiting for 1 month straight please reply @corporator,parks,status_check
hello kaha se renew my commercial trade license any direct link?,revenue,query
Hello I am formally applying for tree pruning and heavy branch cutting in my society very urgent request.,parks,service_request
hey bmc kaha se file water tax arrears any direct link?,water_supply,query
Hello Where can I property tax penalty due date kidhar milega form? fast reply needed !!!,revenue,query
I am extremely angry kachra gaadi hasn't come for a week entire ward 4 kuch toh sharam karo bmc ??,solid_waste,complaint
"dear sir/madam, what is the procedure to check ward map zoning restrictions help desk number? anyone? !!! ??",revenue,query
bhai massive fire outbreak near transformer ward 15 jaldi aao pls !!!,disaster_management,emergency
"Dear Sir/Madam, kaise kr calculate FSI floor space index for plot website link dena? anyone?",revenue,query
hello i am formally applying for new garbage bins provision for our gully nagar very urgent request.,solid_waste,service_request
Please tell complaint no 992A is not resolved yet on portal kab hoga finally? !!!,roads,status_check
status of grievance ticket 992a is not resolved yet on portal frustrated citizen ??,electricity,status_check
🚨 severe flooding water entering living room near dadar station danger alert! !!!,disaster_management,emergency
Please tell service request SR- 992A is dikha raha hai open but nobody working kab hoga finally?,health,status_check
urgent: severe flooding water entering living room near dadar station jaldi aao pls,disaster_management,emergency
Immediate action needed huge rabid dog attacked kids near dadar station ambulance need urjent,health,emergency
@mayor disgusting neglect sadak pe itne gaddhe hai gaadi chalana muskil entire ward 4 kuch toh sharam karo bmc,roads,complaint
"dear sir, i am formally applying for drinking wter tanker delivery ward 10 plz.",water_supply,service_request
hey bmc i need info on contact the local ward officer or corporator urgent question!! thanks,revenue,query
Every single day same painful issue: kyahai yeh mcd garbage dump overflowing smelling like hell entire ward 4 bmc is totally blind,solid_waste,complaint
mcd plz chhat gir gayi log dab gaye in bandra danger alert!,disaster_management,emergency
Help! flyover bridge cracking and sinking in bandra danger alert! ??,roads,emergency
Please tell complaint ID 992A is abhi tak solve nahi kiya @bmc ??,revenue,status_check
plz sir status of service request sr- 992a is not resolved yet on portal kuch karo iska,roads,status_check
@PMCPune Where can I calculate FSI floor space index for plot ?,revenue,query
@mayor sick of this drainage clogged dirty smelly water covering road right outside my house door plz fix immediately,sewerage,complaint
question: i need info on apply for death certificate duplicate please. anyone? ??,health,query
CRITICAL current lag raha hai nange taar se right now!! do something quick !!!,electricity,emergency
Check complaint ID 45928 is dikha raha hai open but nobody working @bmc,parks,status_check
hey bmc what is the procedure to find garbge truck daily timing plz. fast reply needed,solid_waste,query
@pmcpune kaise kr contact the local ward officer or corporator urgent question!!,revenue,query
huge rabid dog attacked kids right now!! ambulance need urjent !!!,health,emergency
Hey bmc kaha se renew my commercial trade license kidhar milega form? fast reply needed !!!,revenue,query
critical chhat gir gayi log dab gaye right now!! ambulance need urjent,disaster_management,emergency
"dear sir, i am formally applying for malba and construction debris lifting from pavement here plz.",solid_waste,service_request
kya hua complaint no 992a is nobody from bmc came kuch karo iska,electricity,status_check
application submitted for daily road sweeping service nagar paying heavy taxes for this,solid_waste,service_request
@corporator require drinking water tanker delivery near public park plz.,water_supply,service_request
someone come quick sparking transformer se aag lagri ward 15 jaldi aao pls ??,electricity,emergency
"dear sir, require drinking water tanker delivery in sector 5 jaldi bhejo team pls",water_supply,service_request
@bmc disgusting neglect drainage clogged dirty smelly water covering road in kalyan east solve it officially,sewerage,complaint
plz provide pest control chemical spraying here paying heavy taxes for this,health,service_request
"listen here, complaint regarding gutter floating on streets pure sewage in kalyan east we r paying taxes for what?",sewerage,complaint
@bmc reporting total failure of kachra gaadi hasn't come for a week at mg road signal wtf administration,solid_waste,complaint
Can someone tell me find garbage truck daily timing kidhar milega form? thanks,solid_waste,query
@bmc Sick of this garbage dump overflowing smelling like hell right outside my house door shameful reality !!!,solid_waste,complaint
"Listen here, Disgusting neglect zero water supply since 4 straight days at mg road signal plz fix immediately",water_supply,complaint
@mayor horrible infra street lights totally dead pitch black in kalyan east solve it officially ??,electricity,complaint
every single day same painful issue: kyahai yeh mcd street lights totally dead pitch black in entire it sector bmc is totally blind,electricity,complaint
huge rabid dog attacked kids ward 15 ambulance need urjent,health,emergency
question: how to which department handles potholes kidhar milega form? anyone? !!!,roads,query
how to calculate fsi floor space index for plot any direct link?,revenue,query
kya hua grievance ticket 45928 is pending since 3 weeks kuch karo iska,disaster_management,status_check
I want to know reference ID BMC-1929 is pending since 3 weeks plz reply @corporator,disaster_management,status_check
Help! aag lag gayi hai 3rd floor mein right now!! ambulance need urjent,disaster_management,emergency
hey bmc kaise kare check ward map zoning restrictions website link dena? thanks,revenue,query
critical sparking transformer se aag lagri immediately ambulance need urjent ??,electricity,emergency
where can i file water tax arrears ? fast reply needed,water_supply,query
CRITICAL fatal accident multiple injured right now!! do something quick,roads,emergency
hello we need dead animal carcass pickup in sector 5 jaldi bhejo team pls,health,service_request
every single day same painful issue: sick of this zero water supply since 4 straight days at mg road signal solve it officially,water_supply,complaint
@PMCPune kaise kr check ward map zoning restrictions website link dena? thanks ??,revenue,query
MCD please aag lag gayi hai 3rd floor mein ward 15 kuch karo bhagwan ke liye,disaster_management,emergency
live high tension wire snapped and fell near dadar station save us!!,electricity,emergency
arrange malba and construction debris lifting from pavement in my society jaldi bhejo team pls,solid_waste,service_request
what is happening with application number req-012 is waiting for 1 month straight kuch karo iska,water_supply,status_check
"listen here, sick of this zero water supply since 4 straight days right outside my house door wtf administration",water_supply,complaint
someone come quick sparking transformer se aag lagri right now!! do something quick !!! ??,electricity,emergency
current lag raha hai nange taar se ward 15 kuch karo bhagwan ke liye,electricity,emergency
hey bmc what is the procedure to renew my commercial trade license help desk number?,revenue,query
urgent: gas leakage smelling heavily right now!! danger alert! !!!,disaster_management,emergency
check reference id req-012 is pending since 3 weeks solve this asapp ??,solid_waste,status_check
@bmc Disgusting neglect huge crater potholes cracking my car suspension in kalyan east we r paying taxes for what?,roads,complaint
kya hua complaint no 992a is abhi tak solve nahi kiya plz reply @corporator !!!,health,status_check
@corporator plz provide choked sewage tank machine cleaning near public park kindly do it.,sewerage,service_request
update on complaint id bmc-1929 is nobody from bmc came kuch karo iska !!!,roads,status_check
to ward officer: we need drinking water tanker delivery nagar paying heavy taxes for this,water_supply,service_request
require mosquito fogging in entire residential society main rod thanks in advance.,health,service_request
We need tree pruning and heavy branch cutting ward 10 very urgent request. !!! ??,parks,service_request
plz tell complaint id 992a is waiting for 1 month straight solve this asapp,revenue,status_check
@mayor disgusting neglect gutter floating on streets pure sewage right outside my house door solve it officially,sewerage,complaint
bhai chhat gir gayi log dab gaye right here ambulance need urjent,disaster_management,emergency
immediate action needed fatal accident multiple injured at mg rod save us!!,roads,emergency
disgusting neglect drainage clogged dirty smelly water covering road in entire it sector we are paying taxes for what?,sewerage,complaint
to ward officer: i am formally applying for new garbage bins provision for our gully at laut gate paying heavy taxes for this !!!,solid_waste,service_request
Update on grievance ticket 45928 is pending since 3 weeks why delay?,electricity,status_check
question: i need info on get a birth certificate registration done any direct link? thanks,health,query
"dear sir/madam, how to apply for death certificate duplicate kidhar milega form? thanks !!!",health,query
Hello I need info on property tax penalty due date kidhar milega form? thanks,revenue,query
Every single day same painful issue: Sick of this street lights totally dead pitch black right outside my house door shameful reality !!!,electricity,complaint
Check complaint no 8902 is pending since 3 weeks plz help,revenue,status_check
Status of complaint ID 45928 is no reply from officials kab hoga finally?,sewerage,status_check
Every single day same painful issue: Horrible infra street lights totally dead pitch black in kalyan east do ur goddamn job !!!,electricity,complaint
@pmcpune can someone tell me apply for death certificate duplicate plz tell bro thanks,health,query
@bmc complaint regarding sadak pe itne gaddhe hai gaadi chalana muskil in kalyan east solve it officially,roads,complaint
hello kaha se find garbage truck daily timing ? fast reply needed,solid_waste,query
plz sir status of grievance ticket bmc-1929 is stuck in processing department why delay?,health,status_check
Track service request SR- XXXXX is not resolved yet on portal please reply @corporator,water_supply,status_check
bhai current lag raha hai nange taar se immediately ambulance need urjent !!! ??,electricity,emergency
"dear sir/madam, kaise kare file water tax arrears plz. thanks",water_supply,query
to ward officer: require mosquito fogging in entire residential society immediately thanks in advance. !!!,health,service_request
track grievance ticket xxxxx is pending since 3 weeks plz help,solid_waste,status_check
MCD plz severe flooding water entering living room at mg road ambulance need urjent ??,disaster_management,emergency
@bmc horrible infra street lights totally dead pitch black right outside my house door kuch toh sharam karo bmc,electricity,complaint
can someone tell me get a birth certificate registration done website link dena? anyone? !!!,health,query
pls send team fast flyover bridge cracking and sinking ward 15 kuch karo bhagwan ke liye !!!,roads,emergency
severe flooding water entering living room at our residential society danger alert!,disaster_management,emergency
where can i apply for death certificate duplicate any direct link? fast reply needed,health,query
Reporting total failure of kachra gaadi hasn't come for a week right outside my house door kuch toh sharam karo bmc,solid_waste,complaint
@mayor reporting total failure of huge crater potholes cracking my car suspension entire ward 4 bmc is totally blind ??,roads,complaint
To ward officer: We need new garbge bins provision for our gully immediately plz.,solid_waste,service_request
Please provide choked sewage tank machine cleaning here jaldi bhejo team pls,sewerage,service_request
"listen here, sick of this street lights totally dead pitch black at mg rod signal do ur goddamn job",electricity,complaint
help! gas leakage smelling heavily right now!! do something quick,disaster_management,emergency
"dear sir, application submitted for pest control chemical spraying in sector 5 plz.",health,service_request
plz sir status of complaint id bmc-1929 is dikha raha hai open but nobody working solve this asapp,sewerage,status_check
@corporator plz arrange pest control chemical spraying at layout gate kindly do it.,health,service_request
sparking transformer se aag lagri immediately danger alert! !!!,electricity,emergency
urgent: massive fire outbreak near transformer immediately danger alert!,disaster_management,emergency
how to check ward map zoning restrictions website link dena? fast reply needed,revenue,query
critical severe flooding wter entering living room at mg rod save us!!,disaster_management,emergency
"Listen here, I am extremely angry gutter floating on streets pure sewage right outside my house door plz fix immediately",sewerage,complaint
to ward officer: application submitted for daily road sweeping service in sector 5 paying heavy taxes for this,solid_waste,service_request
help! current lag raha hai nange taar se immediately kuch karo bhagwan ke liye,electricity,emergency
someone come quick sparking transformer se aag lagri in bandra jaldi aao pls,electricity,emergency
URGENT: fatal accident multiple injured in bandra kuch karo bhagwan ke liye,roads,emergency
"Dear Sir, Arrange malba and construction debris lifting from pavement nagar please.",solid_waste,service_request
critical flyover bridge cracking and sinking right now!! do something quick,roads,emergency
"listen here, complaint regarding kachra gaadi hasn't come for a week entire ward 4 please fix immediately",solid_waste,complaint
🚨 flyover bridge cracking and sinking right now!! jaldi aao pls !!!,roads,emergency
mcd plz live high tension wire snapped and fell ward 15 send fire brigade fast ??,electricity,emergency
Every single day same painful issue: kyahai yeh mcd paani ki main pipe toot gayi hai drinking water leaks in kalyan east do your goddamn job,water_supply,complaint
i want to know reference id xxxxx is abhi tak solve nahi kiya plz reply @corporator !!!,sewerage,status_check
arrange malba and construction debris lifting from pavement ward 10 kindly do it. ??,solid_waste,service_request
Every single day same painful issue: Reporting total failure of illegal massive encroachment on footpaths right outside my house door we are paying taxes for what?,revenue,complaint
question: can someone tell me get a birth certificate registration done kidhar milega form?,health,query
Hello kaha se apply for death certificate duplicate kidhar milega form? fast reply needed,health,query
@corporator i am formally applying for new garbage bins provision for our gully near public park jaldi bhejo team pls !!!,solid_waste,service_request
mera application number 992a is waiting for 1 month straight frustrated citizen,roads,status_check
every single day same painful issue: worst city management sadak pe itne gaddhe hai gaadi chalana muskil in kalyan east plz fix immediately ??,roads,complaint
question: kaise kare check ward map zoning restrictions kidhar milega form? ??,revenue,query
@pmcpune kaha se check ward map zoning restrictions website link dena? thanks !!!,revenue,query
Can someone tell me file water tax arrears help desk number? anyone?,water_supply,query
gas leakage smelling heavily immediately bachao,disaster_management,emergency
@bmc Complaint regarding drainage clogged dirty smelly water covering road all over this garbage city wtf administration,sewerage,complaint
help! fatal accident multiple injured right now!! danger alert!,roads,emergency
how to which department handles potholes website link dena? !!!,roads,query
building collapsed completely malba everywhere at mg road ambulance need urjent ??,disaster_management,emergency
every single day same painful issue: complaint regarding gutter floating on streets pure sewage entire ward 4 bmc is totally blind,sewerage,complaint
@pmcpune i need info on apply for death certificate duplicate any direct link? fast reply needed ??,health,query
@corporator arrange mosquito fogging in entire residential society here jaldi bhejo team pls,health,service_request
hello require malba and construction debris lifting from pavement in my society kripya dhyan de,solid_waste,service_request
critical gas leakage smelling heavily right now!! save us!!,disaster_management,emergency
To ward officer: Arrange mosquito fogging in entire residential society in sector 5 kindly do it.,health,service_request
pls send team fast huge rabid dog attacked kids ward 15 kuch karo bhagwan ke liye !!!,health,emergency
mera complaint no 45928 is pending since 3 weeks kab hoga finally?,disaster_management,status_check
"Dear Sir/Madam, info needed urgently: renew my commercial trade license plz tell bro",revenue,query
Question: Can someone tell me pay property tax online without fine website link dena? anyone?,revenue,query
🚨 gas leakage smelling heavily immediately kuch karo bhagwan ke liye,disaster_management,emergency
hey bmc can someone tell me apply for death certificate duplicate help desk number? thanks,health,query
URGENT: glae mein paani bhar gaya hai log doob rahe at mg rod ambulance need urjent,disaster_management,emergency
Hello Can someone tell me file water tax arrears plz. thanks,water_supply,query
every single day same painful issue: worst city management zero water supply since 4 straight days in entire it sector do ur goddamn job,water_supply,complaint
hello i need info on file water tax arrears any direct link? fast reply needed,water_supply,query
complaint regarding paani ki main pipe toot gayi hai drinking wter leaks entire ward 4 bmc is totally blind !!!,water_supply,complaint
bhai fatal accident multiple injured right here ambulance need urjent,roads,emergency
"Listen here, Disgusting neglect garbage dump overflowing smelling like hell entire ward 4 bmc is totally blind",solid_waste,complaint
Help! flyover bridge cracking and sinking at mg road danger alert!,roads,emergency
plz provide choked sewage tank machine cleaning nagar plz.,sewerage,service_request
🚨 flyover bridge cracking and sinking immediately do something quick,roads,emergency
hello require choked sewage tank machine cleaning nagar thanks in advance.,sewerage,service_request
"dear sir, application submitted for new garbage bins provision for our gully in my society thanks in advance.",solid_waste,service_request
pls send team fast severe flooding water entering living room in bandra send fire brigade fast !!!,disaster_management,emergency
question: kaise kare get a birth certificate registration done urgent question!! thanks,health,query
plz provide choked sewage tank machine cleaning main rod plz.,sewerage,service_request
@corporator Please provide dead animal carcass pickup at laut gate please.,health,service_request
Please tell service request SR- XXXXX is pending since 3 weeks plz reply @corporator,electricity,status_check
i am formally applying for choked sewage tank machine cleaning near public park kripya dhyan de !!!,sewerage,service_request
hello info needed urgently: check ward map zoning restrictions urgent question!!,revenue,query
"dear sir/madam, kaha se calculate fsi floor space index for plot plz tell bro",revenue,query
"Dear Sir/Madam, What is the procedure to file water tax arrears plz tell bro fast reply needed !!!",water_supply,query
@pmcpune info needed urgently: find garbage truck daily timing urgent question!! thanks,solid_waste,query
"listen here, reporting total failure of sadak pe itne gaddhe hai gaadi chalana muskil all over this garbage city do ur goddamn job !!!",roads,complaint
@mayor i am extremely angry zero water supply since 4 straight days entire ward 4 bmc is totally blind,water_supply,complaint
@bmc reporting total failure of huge crater potholes cracking my car suspension in kalyan east plz fix immediately,roads,complaint
@mayor complaint regarding drainage clogged dirty smelly wter covering rod in kalyan east we r paying taxes for what?,sewerage,complaint
"Listen here, Worst city management illegal massive encroachment on footpaths in kalyan east bmc is totally blind",revenue,complaint
Every single day same painful issue: kyahai yeh mcd gutter floating on streets pure sewage at mg road signal do ur goddamn job,sewerage,complaint
I want to know service request SR- 992A is abhi tak solve nahi kiya kuch karo iska,health,status_check
plz tell service request sr- 45928 is stuck in processing department plz help,health,status_check
arrange malba and construction debris lifting from pavement here jaldi bhejo team pls,solid_waste,service_request
Hey bmc kaha se contact the local ward officer or corporator urgent question!!,revenue,query
@pmcpune can someone tell me check ward map zoning restrictions any direct link? anyone? ??,revenue,query
i want to know service request sr- bmc-1929 is no reply from officials @bmc,sewerage,status_check
Help! massive fire outbreak near transformer right here ambulance need urjent,disaster_management,emergency
Every single day same painful issue: Complaint regarding illegal massive encroachment on footpaths in entire IT sector plz fix immediately ??,revenue,complaint
Status of complaint ID 992A is no reply from officials plz help,electricity,status_check
Every single day same painful issue: Sick of this illegal massive encroachment on footpaths at mg road signal we are paying taxes for what?,revenue,complaint
@mayor worst city management paani ki main pipe toot gayi hai drinking water leaks in entire it sector kuch toh sharam karo bmc,water_supply,complaint
aag lag gayi hai 3rd floor mein ward 15 kuch karo bhagwan ke liye !!!,disaster_management,emergency
How to property tax penalty due date kidhar milega form? thanks,revenue,query
@corporator i am formally applying for mosquito fogging in entire residential society in my society very urgent request. !!!,health,service_request
@pmcpune what is the procedure to apply for death certificate duplicate website link dena? thanks,health,query
plz sir status of complaint id xxxxx is pending since 3 weeks @bmc,roads,status_check
Every single day same painful issue: Disgusting neglect zero water supply since 4 straight days in entire IT sector plz fix immediately,water_supply,complaint
kaise kr get a birth certificate registration done ?,health,query
update on service request sr- 45928 is waiting for 1 month straight @bmc,parks,status_check
request for daily road sweeping service main road kindly do it.,solid_waste,service_request
we need pest control chemical spraying at layout gate thanks in advance.,health,service_request
Status of service request SR- 992A is pending since 3 weeks kab hoga finally? !!!,health,status_check
please provide tree pruning and heavy branch cutting nagar jaldi bhejo team pls !!!,parks,service_request
Immediate action needed fatal accident multiple injured immediately jaldi aao pls,roads,emergency
hey bmc info needed urgently: property tax penalty due date help desk number? fast reply needed ??,revenue,query
plz sir status of reference ID 45928 is stuck in processing department plz help ??,disaster_management,status_check
hey bmc where can i renew my commercial trade license plz tell bro fast reply needed,revenue,query
question: i need info on get a birth certificate registration done kidhar milega form? anyone? !!!,health,query
urgent: fatal accident multiple injured in bandra bachao !!!,roads,emergency
Hello Request for dead animal carcass pickup at laut gate thanks in advance.,health,service_request
"dear sir, plz arrange new garbage bins provision for our gully here kripya dhyan de !!!",solid_waste,service_request
Status of complaint no XXXXX is nobody from bmc came kab hoga finally?,revenue,status_check
check complaint id bmc-1929 is abhi tak solve nahi kiya frustrated citizen,revenue,status_check
hey bmc info needed urgently: file water tax arrears ? fast reply needed,water_supply,query
"dear sir, application submitted for dead animal carcass pickup nagar very urgent request.",health,service_request
update on complaint id 992a is not resolved yet on portal kuch karo iska,water_supply,status_check
Question: Can someone tell me calculate FSI floor space index for plot plz tell bro,revenue,query
hey bmc can someone tell me get a birth certificate registration done plz.,health,query
mera complaint id xxxxx is abhi tak solve nahi kiya plz reply @corporator,electricity,status_check
@bmc disgusting neglect street lights totally dead pitch black at mg road signal we r paying taxes for what? ??,electricity,complaint
track reference id xxxxx is no reply from officials kab hoga finally?,parks,status_check
"dear sir, arrange mosquito fogging in entire residential society at laut gate kindly do it.",health,service_request
please sir status of grievance ticket 8902 is not resolved yet on portal solve this asapp ??,sewerage,status_check
@mayor kyahai yeh mcd gutter floating on streets pure sewage entire ward 4 we are paying taxes for what?,sewerage,complaint
immediate action needed sparking transformer se aag lagri near dadar station bachao,electricity,emergency
pls send team fast huge rabid dog attacked kids ward 15 ambulance need urjent,health,emergency
@corporator Please arrange new garbage bins provision for our gully nagar kripya dhyan de,solid_waste,service_request
mera grievance ticket 45928 is no reply from officials plz reply @corporator !!!,water_supply,status_check
disgusting neglect huge crater potholes cracking my car suspension entire ward 4 we are paying taxes for what?,roads,complaint
"dear sir/madam, how to calculate fsi floor space index for plot any direct link? anyone? !!!",revenue,query
🚨 huge banyan tree fell on main road right here send fire brigade fast,disaster_management,emergency
bhai live high tension wire snapped and fell right here ambulance need urjent !!!,electricity,emergency
URGENT: live high tension wire snapped and fell in bandra kuch karo bhagwan ke liye,electricity,emergency
someone come quick aag lag gayi hai 3rd floor mein at our residential society ambulance need urjent,disaster_management,emergency
i am extremely angry paani ki main pipe toot gayi hai drinking water leaks entire ward 4 bmc is totally blind !!!,water_supply,complaint
i want to know complaint id bmc-1929 is abhi tak solve nahi kiya kuch karo iska,revenue,status_check
someone come quick sparking transformer se aag lagri at mg road send fire brigade fast,electricity,emergency
immediate action needed fatal accident multiple injured immediately jaldi aao pls,roads,emergency
@pmcpune info needed urgently: find garbage truck daily timing plz.,solid_waste,query
Hello Arrange dead animal carcass pickup immediately thanks in advance.,health,service_request
@bmc Horrible infra illegal massive encroachment on footpaths in kalyan east kuch toh sharam karo bmc ??,revenue,complaint
@pmcpune kaha se apply for death certificate duplicate urgent question!!,health,query
What is happening with complaint no 992A is stuck in processing department kab hoga finally?,water_supply,status_check
Please tell service request SR- 45928 is abhi tak solve nahi kiya @bmc,revenue,status_check
kya hua application number 8902 is nobody from bmc came solve this asapp,solid_waste,status_check
hello how to property tax penalty due date website link dena? thanks,revenue,query
Question: Where can I pay property tax online without fine any direct link?,revenue,query
status of grievance ticket req-012 is no reply from officials plz help,solid_waste,status_check
we need drinking water tanker delivery immediately kripya dhyan de,water_supply,service_request
Immediate action needed aag lag gayi hai 3rd floor mein right now!! kuch karo bhagwan ke liye ??,disaster_management,emergency
mcd please huge banyan tree fell on main road ward 15 do something quick,disaster_management,emergency
to ward officer: request for drinking water tanker delivery main road paying heavy taxes for this,water_supply,service_request
Update on complaint no BMC-1929 is nobody from bmc came why delay?,parks,status_check
"Dear Sir/Madam, What is the procedure to renew my commercial trade license ? thanks !!!",revenue,query
Please arrange malba and construction debris lifting from pavement main road jaldi bhejo team pls !!!,solid_waste,service_request
Hello I need info on property tax penalty due date plz tell bro thanks !!!,revenue,query
urgent: building collapsed completely malba everywhere ward 15 jaldi aao pls,disaster_management,emergency
kya hua application number BMC-1929 is not resolved yet on portal please reply @corporator,health,status_check
MCD please current lag raha hai nange taar se ward 15 bachao,electricity,emergency
@corporator require drinking water tanker delivery immediately kindly do it. !!!,water_supply,service_request
To ward officer: We need mosquito fogging in entire residential society main rod jaldi bhejo team pls,health,service_request
@bmc reporting total failure of paani ki main pipe toot gayi hai drinking water leaks in kalyan east please fix immediately,water_supply,complaint
@bmc Sick of this street lights totally dead pitch black in kalyan east solve it officially !!!,electricity,complaint
question: i need info on get a birth certificate registration done ? anyone?,health,query
critical live high tension wire snapped and fell in bandra danger alert!,electricity,emergency
"listen here, i am extremely angry drainage clogged dirty smelly water covering road all over this garbage city do ur goddamn job",sewerage,complaint
hey bmc i need info on property tax penalty due date plz tell bro,revenue,query
@corporator Please arrange daily road sweeping service ward 10 kripya dhyan de,solid_waste,service_request
Hello How to file water tax arrears plz tell bro fast reply needed,water_supply,query
To ward officer: Please provide tree pruning and heavy branch cutting here paying heavy taxes for this,parks,service_request
plz sir status of service request SR- 8902 is stuck in processing department kuch karo iska,sewerage,status_check
every single day same painful issue: worst city management drainage clogged dirty smelly water covering road in entire it sector wtf administration,sewerage,complaint
mera reference ID 992A is abhi tak solve nahi kiya kuch karo iska,parks,status_check
@PMCPune Where can I get a birth certificate registration done any direct link? anyone? !!!,health,query
